"010","David Kihanya",3602","D001","0720000077"
"011","Martin Waweru",3627","D001","0720000001"
"014","James Ngari",3628","D001","0720000002"
"015","Lawrence Kiiru",3564","D001","0720000003"
"016","Anthony Gikonyo",3568","D001","0720000004"
"020","Victor Kyalo",3624","D001","0720000005"
"021","Thika Shop",3625","D001","0720000006"
"025","George Kiramba",3629","D001","0720000007"
"026","Daniel Muchiri",3630","D001","0720000008"
"027","Charles Obonyo",3631","D001","0720000009"

